tr|W9XNJ0|W9XNJ0_9EURO	Trypan_PARP|DUF4551|TMhelix|TMhelix|GT|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	Trypan_PARP(28-105)|DUF4551(14-170)|TMhelix(332-354)|TMhelix(366-388)|CelA(380-695)|Glyco_trans_2_3(577-793)|TMhelix(771-793)|TMhelix(806-828)|TMhelix(843-865)|TMhelix(902-924)|TMhelix(934-956)
tr|A0A0S8F7S7|A0A0S8F7S7_9GAMM	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|DUF3131|Glycoamylase|GH|Phosphorylase	TMhelix(391-413)|TMhelix(423-445)|TMhelix(806-823)|TMhelix(828-850)|TMhelix(874-896)|TMhelix(925-947)|TMhelix(954-976)|DUF3131(998-1122)|Glycoamylase(1307-1519)|GH94N_ChvB_NdvB_2_like(1511-1850)|COG3459(1761-2825)
tr|A0A1Q9DAH7|A0A1Q9DAH7_SYMMI	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|PHA03307	TMhelix(337-356)|TMhelix(411-433)|TMhelix(467-489)|TMhelix(560-582)|TMhelix(1093-1112)|TMhelix(1127-1149)|Glyco_tranf_GTA_type(1240-1337)|TMhelix(1304-1321)|TMhelix(1326-1345)|PHA03307(1851-2138)
tr|A0A0Q6W2F5|A0A0Q6W2F5_9BURK	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Glycoamylase|GH|Phosphorylase	TMhelix(411-433)|TMhelix(446-468)|TMhelix(860-882)|TMhelix(908-930)|TMhelix(969-986)|TMhelix(991-1013)|Glycoamylase(1364-1562)|GH94N_ChvB_NdvB_2_like(1570-1904)|COG3459(1818-2882)
tr|A0A1I1QJK1|A0A1I1QJK1_9BURK	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Glycoamylase|GH|Phosphorylase	TMhelix(412-434)|TMhelix(439-461)|TMhelix(471-490)|TMhelix(823-840)|TMhelix(845-867)|TMhelix(950-972)|Glycoamylase(1304-1516)|GH94N_ChvB_NdvB_2_like(1508-1845)|COG3459(1758-2816)
tr|A0A1U9RHF5|A0A1U9RHF5_9PROT	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Glycoamylase|GH|Phosphorylase	TMhelix(423-445)|TMhelix(452-471)|TMhelix(847-869)|TMhelix(882-904)|TMhelix(950-972)|TMhelix(974-996)|Glycoamylase(1309-1523)|GH94N_ChvB_NdvB_2_like(1515-1846)|COG3459(1759-2845)
tr|A0A1G9U853|A0A1G9U853_9BURK	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Glycoamylase|GH|Phosphorylase	TMhelix(409-431)|TMhelix(441-463)|TMhelix(821-839)|TMhelix(843-865)|TMhelix(952-974)|Glycoamylase(1293-1496)|GH94N_ChvB_NdvB_2_like(1499-1834)|COG3459(1747-2827)
tr|A0A286GCU5|A0A286GCU5_9PROT	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Glycoamylase|GH|Phosphorylase	TMhelix(411-433)|TMhelix(438-460)|TMhelix(817-834)|TMhelix(839-861)|TMhelix(946-968)|Glycoamylase(1296-1508)|GH94N_ChvB_NdvB_2_like(1500-1835)|COG3459(1748-2845)
tr|Q1QKD4|Q1QKD4_NITHX	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|DUF3131|Glycoamylase|GH|Phosphorylase	TMhelix(413-435)|TMhelix(445-464)|TMhelix(816-834)|TMhelix(838-860)|TMhelix(943-965)|DUF3131(1009-1104)|Glycoamylase(1297-1509)|GH94N_ChvB_NdvB_2_like(1501-1836)|COG3459(1749-2810)
tr|A5G9L5|A5G9L5_GEOUR	TMhelix|TMhelix|TMhelix|TMhelix|GT-A|TMhelix|Glycoamylase|GH|Phosphorylase	TMhelix(28-50)|TMhelix(60-82)|TMhelix(529-551)|TMhelix(561-583)|Glyco_tranf_GTA_type(739-902)|TMhelix(1053-1075)|Glycoamylase(1472-1675)|GH94N_ChvB_NdvB_2_like(1680-2015)|COG3459(1931-3019)
tr|A0A133XLH5|A0A133XLH5_9RHOO	TMhelix|TMhelix|TMhelix|TMhelix|Glycoamylase|GH|Phosphorylase	TMhelix(404-426)|TMhelix(441-463)|TMhelix(944-966)|TMhelix(971-993)|Glycoamylase(1315-1508)|GH94N_ChvB_NdvB_2_like(1521-1861)|COG3459(1775-2856)
tr|A0A271J402|A0A271J402_9BACT	TMhelix|TMhelix|TMhelix|TMhelix|Glycoamylase|GH|Phosphorylase	TMhelix(400-422)|TMhelix(429-451)|TMhelix(821-838)|TMhelix(843-865)|Glycoamylase(1330-1544)|GH94N_ChvB_NdvB_2_like(1536-1882)|COG3459(1795-2894)
tr|A0A1G9C803|A0A1G9C803_9RHOB	TMhelix|TMhelix|TMhelix|TMhelix|DUF3131|Glycoamylase|GH|Phosphorylase	TMhelix(431-453)|TMhelix(466-488)|TMhelix(853-870)|TMhelix(964-986)|DUF3131(1023-1139)|Glycoamylase(1315-1528)|GH94N_ChvB_NdvB_2_like(1520-1856)|COG3459(1770-2834)
sp|Q8D3D5|OPGH_WIGBR	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(137-159)|TMhelix(174-192)|TMhelix(199-221)|PRK05454(85-722)|TMhelix(518-540)|TMhelix(547-569)|TMhelix(573-595)|TMhelix(602-624)|TMhelix(628-645)|TMhelix(665-684)|TMhelix(688-710)
tr|A0A0D6JFP9|A0A0D6JFP9_9RHIZ	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(39-58)|TMhelix(68-90)|TMhelix(247-269)|PRK05454(34-581)|TMhelix(390-412)|TMhelix(425-444)|TMhelix(478-500)|TMhelix(520-542)|TMhelix(552-574)
tr|A0A0Q0G519|A0A0Q0G519_9GAMM	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(21-43)|TMhelix(63-85)|TMhelix(251-273)|PRK05454(21-583)|TMhelix(381-403)|TMhelix(437-459)|TMhelix(479-501)|TMhelix(522-544)|TMhelix(548-570)
tr|A0A0S3EX90|A0A0S3EX90_9SPHN	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(60-82)|TMhelix(97-119)|TMhelix(285-302)|PRK05454(17-595)|TMhelix(420-442)|TMhelix(447-469)|TMhelix(489-511)|TMhelix(532-554)|TMhelix(558-580)
tr|A0A0U5I766|A0A0U5I766_9GAMM	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(27-46)|TMhelix(56-78)|TMhelix(233-255)|PRK05454(21-568)|TMhelix(373-395)|TMhelix(408-430)|TMhelix(468-490)|TMhelix(511-528)|TMhelix(533-555)
tr|A0A1H4AFZ0|A0A1H4AFZ0_9RHOB	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(38-57)|TMhelix(67-89)|TMhelix(246-268)|PRK05454(9-580)|TMhelix(391-413)|TMhelix(426-448)|TMhelix(477-499)|TMhelix(528-547)|TMhelix(551-570)
tr|A0A1I4BSJ9|A0A1I4BSJ9_9RHIZ	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(67-86)|TMhelix(91-110)|TMhelix(112-134)|PRK05454(29-621)|TMhelix(420-442)|TMhelix(471-493)|TMhelix(503-525)|TMhelix(567-589)|TMhelix(593-615)
tr|A0A1U7JDT5|A0A1U7JDT5_9RHOB	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(12-34)|TMhelix(49-71)|TMhelix(215-237)|PRK05454(2-553)|TMhelix(360-382)|TMhelix(403-425)|TMhelix(440-462)|TMhelix(497-514)|TMhelix(518-540)
tr|A0A1Y5JXX2|A0A1Y5JXX2_9GAMM	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(25-44)|TMhelix(64-86)|TMhelix(252-274)|PRK05454(24-584)|TMhelix(382-404)|TMhelix(438-460)|TMhelix(480-502)|TMhelix(523-545)|TMhelix(549-571)
tr|A0A1Y5TFV1|A0A1Y5TFV1_9PROT	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(86-108)|TMhelix(121-143)|TMhelix(153-175)|PRK05454(42-680)|TMhelix(477-499)|TMhelix(526-548)|TMhelix(576-598)|TMhelix(618-640)|TMhelix(645-664)
tr|A0A212RDR7|A0A212RDR7_9PROT	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(13-35)|TMhelix(45-67)|TMhelix(218-240)|PRK05454(4-556)|TMhelix(363-385)|TMhelix(406-428)|TMhelix(454-476)|TMhelix(497-519)|TMhelix(523-545)
tr|A0A2C6IYL2|A0A2C6IYL2_9PROT	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(25-47)|TMhelix(57-79)|TMhelix(247-269)|Glyco_tranf_GTA_type(16-586)|TMhelix(383-405)|TMhelix(418-440)|TMhelix(460-482)|TMhelix(514-536)|TMhelix(551-570)
tr|F9UEH5|F9UEH5_9GAMM	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(29-51)|TMhelix(61-83)|TMhelix(238-260)|PRK05454(3-573)|TMhelix(378-400)|TMhelix(413-435)|TMhelix(468-490)|TMhelix(511-530)|TMhelix(545-567)
tr|G2I0L7|G2I0L7_KOMMN	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(63-82)|TMhelix(97-116)|TMhelix(121-143)|PRK05454(27-624)|TMhelix(423-445)|TMhelix(475-497)|TMhelix(521-543)|TMhelix(564-586)|TMhelix(590-612)
tr|J7QLX6|J7QLX6_METSZ	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(44-66)|TMhelix(86-108)|TMhelix(276-293)|PRK05454(19-603)|TMhelix(402-424)|TMhelix(453-475)|TMhelix(485-507)|TMhelix(546-563)|TMhelix(567-589)
tr|Q3IJX1|Q3IJX1_PSEHT	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(21-43)|TMhelix(63-85)|TMhelix(251-273)|PRK05454(21-583)|TMhelix(379-401)|TMhelix(437-459)|TMhelix(479-501)|TMhelix(522-544)|TMhelix(548-570)
tr|T0IFW3|T0IFW3_9SPHN	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(54-73)|TMhelix(93-115)|TMhelix(284-301)|PRK05454(19-593)|TMhelix(410-432)|TMhelix(445-467)|TMhelix(487-509)|TMhelix(530-552)|TMhelix(557-579)
tr|T0KKZ2|T0KKZ2_9SPHN	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(53-72)|TMhelix(94-116)|TMhelix(283-300)|PRK05454(15-593)|TMhelix(416-438)|TMhelix(445-467)|TMhelix(489-511)|TMhelix(532-554)|TMhelix(558-577)
